id,account_id,category_id,effective_date,checked,check_number,comment,value,created_at,recurrent_entry_id
14919,38,39,2019-07-04,t,"",Matelas,-449.4,2019-07-04 20:35:55.178487,
1458,17,109,2008-02-15,t,"","",-30,,
1459,17,107,2008-02-10,t,"","",-115,,
1460,17,90,2008-02-05,t,"","",-410,,
14920,38,186,2019-07-04,t,"","",1500,2019-07-04 20:37:35.021949,
15009,38,57,2019-08-30,t,"","",-14,2019-08-30 12:37:15.235714,
15010,38,62,2019-08-30,t,"","",-40,2019-08-30 12:37:22.517995,
15011,38,57,2019-08-30,t,"","",-15.5,2019-08-30 12:37:28.77983,
15012,38,57,2019-08-30,t,"","",-13.5,2019-08-30 12:37:34.026488,
15013,38,57,2019-08-30,t,"","",-15.3,2019-08-30 12:37:40.207513,
15014,38,57,2019-08-30,t,"","",-20,2019-08-30 12:37:45.057065,
15015,38,186,2019-08-30,t,"","",2000,2019-08-30 12:42:39.8219,
1486,17,108,2008-02-20,t,"","",-37.62,,
15100,38,57,2019-10-10,t,"","",-13.4,2019-10-10 18:49:50.309518,
15101,38,58,2019-10-10,t,"","",-10,2019-10-10 18:49:58.682442,
15102,38,57,2019-10-10,t,"","",-17.1,2019-10-10 18:50:10.430912,
15103,38,57,2019-10-10,t,"","",-24.41,2019-10-10 18:50:19.364103,
15183,38,39,2019-11-06,t,"",Tapis chauffant,-19.99,2019-11-06 15:08:20.997033,
1511,17,88,2008-02-01,t,"",SIM ANN,-15,,
1512,17,88,2008-02-01,t,5195,SIM,-1000,,
1513,17,105,2008-02-04,t,"","",300,,
1514,17,110,2008-02-06,t,"","",151.5,,
13267,20,39,2017-07-21,t,"",Clôture Livret A,53.85,2017-07-21 17:44:10.013474,
14478,38,61,2018-12-28,t,"",Guingamp,-72,2018-12-28 15:21:00.944802,
14516,38,79,2019-01-30,t,"",Martino,-100,2019-01-20 12:34:53.116895,
14628,38,130,2019-03-08,t,"",Wicca,-7.4,2019-03-08 20:36:45.514738,
14921,38,126,2019-07-07,t,"","",-347.4,2019-07-07 18:08:47.165749,
15016,38,67,2019-08-31,t,"","",-8.3,2019-08-31 20:35:04.92991,
15017,38,57,2019-08-31,t,"","",-9.84,2019-08-31 20:35:38.344291,
15018,38,57,2019-08-31,t,"","",-18.2,2019-08-31 20:35:46.327834,
15019,38,57,2019-08-31,t,"","",-9,2019-08-31 20:35:56.708234,
15020,38,39,2019-08-31,t,"","",-6.9,2019-08-31 20:37:00.874719,
15110,38,58,2019-10-17,t,"","",-12,2019-10-17 08:40:10.498964,
15109,38,57,2019-10-17,t,"","",-41.48,2019-10-17 08:40:02.933677,
15108,38,130,2019-10-17,t,"","",-26.9,2019-10-17 08:39:51.876667,
15107,38,62,2019-10-17,t,"","",-20,2019-10-17 08:39:39.433625,
15106,38,62,2019-10-17,t,"","",-40,2019-10-17 08:39:34.374403,
15105,38,58,2019-10-17,t,"","",-10,2019-10-17 08:39:25.085054,
15104,38,39,2019-10-17,t,"",Aide maman,800,2019-10-17 08:39:14.593223,
15184,20,39,2019-11-09,f,"","",-950,2019-11-09 10:46:31.221037,
13091,20,39,2017-05-30,t,"",Appart,-10646.54,2017-05-30 05:48:49.119176,
13220,20,39,2017-07-01,t,"","",15,2017-07-01 19:01:39.067516,
14576,38,79,2019-02-21,t,"",Serge Boutboul,-70,2019-02-21 14:09:40.826288,
14479,38,39,2018-12-29,t,"",USD (DNA),-52.61,2018-12-29 11:46:34.110551,
14519,38,57,2019-01-20,t,"","",-4,2019-01-20 16:42:10.820143,
14518,38,57,2019-01-20,t,"","",-18,2019-01-20 16:42:06.28316,
14517,38,57,2019-01-20,t,"","",-42.01,2019-01-20 16:41:57.47987,
14571,38,79,2019-02-21,t,"",Dentiste,-221.32,2019-02-21 13:48:25.074708,
14572,38,186,2019-02-21,t,"","",500,2019-02-21 13:49:14.720308,
14573,38,130,2019-02-21,t,"","",-42.5,2019-02-21 14:00:02.83377,
14574,38,130,2019-02-21,t,"","",-13.92,2019-02-21 14:00:12.493526,
14575,38,130,2019-02-21,t,"","",-28.33,2019-02-21 14:05:07.585385,
14577,38,57,2019-02-21,t,"","",-3.95,2019-02-21 14:32:25.831967,
14578,38,58,2019-02-21,t,"","",-16,2019-02-21 14:32:34.49906,
14579,38,58,2019-02-21,t,"","",-10.5,2019-02-21 14:32:44.001542,
14580,38,57,2019-02-21,t,"","",-5.05,2019-02-21 14:32:54.215978,
14581,38,39,2019-02-21,t,"",Cadeau Kateline,-8.8,2019-02-21 14:33:17.044806,
14582,38,62,2019-02-21,t,"","",-40,2019-02-21 14:33:30.694746,
14583,38,58,2019-02-21,t,"","",-21,2019-02-21 14:33:38.275714,
14584,38,57,2019-02-21,t,"","",-4.25,2019-02-21 14:33:47.303349,
14634,38,62,2019-03-12,t,"","",-20,2019-03-12 11:20:21.281547,
14633,38,58,2019-03-12,t,"","",-19,2019-03-12 11:20:17.442903,
14629,38,57,2019-03-12,t,"","",-27.25,2019-03-12 11:19:48.016014,
14630,38,57,2019-03-12,t,"","",-42.41,2019-03-12 11:19:56.814629,
14631,38,57,2019-03-12,t,"","",-40.86,2019-03-12 11:20:04.635007,
14632,38,58,2019-03-12,t,"","",-16,2019-03-12 11:20:14.229817,
14635,38,57,2019-03-12,t,"","",-12.9,2019-03-12 11:20:30.511505,
14922,38,39,2019-07-09,t,"",Amazon,-32.97,2019-07-09 21:05:53.682753,
14480,38,57,2018-12-29,t,"","",-15.27,2018-12-29 19:19:47.282894,
14481,38,57,2018-12-29,t,"","",-53,2018-12-29 19:20:03.938752,
14482,38,57,2018-12-29,t,"","",-25.69,2018-12-29 19:20:18.506418,
14483,38,127,2018-12-29,t,"","",-5.99,2018-12-29 19:20:35.149351,
14520,38,39,2019-01-21,t,"",Universalis,-260,2019-01-21 10:48:50.183192,
14585,38,58,2019-02-21,t,"",IceMan,-99,2019-02-21 16:04:58.072501,
15032,38,186,2019-09-01,t,"","",1350,2019-09-01 12:34:34.133192,
15033,38,71,2019-09-11,t,"",2018/2019,-1344,2019-09-01 12:34:41.764873,
15029,38,50,2019-10-02,t,"",28 AV. LEON BLUM,600,2019-09-01 12:34:19.744606,82
15024,38,75,2019-10-07,t,"","",-18.52,2019-09-01 12:34:19.681869,36
15026,38,50,2019-10-05,t,"",Charges (Paris),0,2019-09-01 12:34:19.704986,77
15022,38,55,2019-10-07,t,,"",-29.9,2019-09-01 12:34:19.650901,83
15030,38,144,2019-10-06,t,,"",-49.2,2019-09-01 12:34:19.758067,81
15027,38,72,2019-10-17,t,,"",-60,2019-09-01 12:34:19.717862,84
15028,38,47,2019-10-12,t,,"",-90.12,2019-09-01 12:34:19.730577,79
15031,38,50,2019-10-05,t,,Prêt + Assurance (Paris),-793.93,2019-09-01 12:34:19.768748,76
15025,38,50,2019-10-05,t,,Prêt (Toulouse),-723,2019-09-01 12:34:19.693341,14
15021,38,50,2019-10-05,t,"",Charges (Toulouse),-232.01,2019-09-01 12:34:19.574411,80
15023,38,71,2019-10-11,t,"",Habitation + Revenus + Foncier,-916,2019-09-01 12:34:19.667544,29
15111,38,61,2019-10-18,t,"",A/R Vannes (Druidisme),-133,2019-10-18 16:15:44.63618,
15112,38,186,2019-10-18,t,"","",400,2019-10-18 16:16:18.556496,
15185,38,57,2019-11-09,t,"","",-51.19,2019-11-09 12:21:50.213459,
15186,38,58,2019-11-09,t,"","",-12,2019-11-09 12:21:58.051361,
15187,38,62,2019-11-09,t,"","",-20,2019-11-09 12:22:03.576668,
15188,38,57,2019-11-09,t,"","",-17.98,2019-11-09 12:22:14.886874,
14636,38,62,2019-03-18,t,"","",-20,2019-03-18 16:38:32.678858,
14641,38,57,2019-03-18,t,"","",-21.1,2019-03-18 16:39:19.686344,
14640,38,57,2019-03-18,t,"","",-29.14,2019-03-18 16:39:08.915941,
14639,38,58,2019-03-18,t,"","",-11,2019-03-18 16:38:58.520538,
14638,38,58,2019-03-18,t,"","",-19,2019-03-18 16:38:54.612907,
14637,38,58,2019-03-18,t,"","",-16,2019-03-18 16:38:48.158439,
14923,38,186,2019-07-10,t,"","",1500,2019-07-10 20:28:02.678308,
15034,38,79,2019-09-01,t,"",Arche Hypnose,-8,2019-09-01 14:38:04.849145,
15113,38,57,2019-10-19,t,"","",-18,2019-10-19 16:59:48.55038,
15114,38,57,2019-10-19,t,"","",-32.2,2019-10-19 16:59:59.674833,
15115,38,57,2019-10-19,t,"","",-8.85,2019-10-19 17:00:09.001827,
14586,38,58,2019-02-26,t,"",Théâtre,-35,2019-02-26 09:42:14.128882,
15189,38,57,2019-11-09,t,"",Baies,-40.63,2019-11-09 17:10:44.406654,
14588,38,39,2019-02-26,t,"",CMUT,100.42,2019-02-26 09:43:12.847448,
14589,38,186,2019-02-26,t,"",Gobelins,387.26,2019-02-26 09:43:29.070194,
14642,38,58,2019-03-19,t,"","",-15,2019-03-19 08:47:56.510821,
14644,38,39,2019-03-19,t,"",Café,-0.4,2019-03-19 08:58:21.568596,
14643,38,39,2019-03-19,t,"",EKMA (erreur),-244,2019-03-19 08:53:52.735289,
14645,38,39,2019-03-19,t,"",???,-50.12,2019-03-19 09:00:20.614089,
14924,38,57,2019-07-12,t,"","",-30.3,2019-07-12 07:24:55.057718,
14925,38,57,2019-07-12,t,"","",-20.33,2019-07-12 07:25:08.313022,
14926,38,57,2019-07-12,t,"","",-15.24,2019-07-12 07:25:35.016897,
14927,38,57,2019-07-12,t,"","",-29,2019-07-12 07:25:38.26608,
14928,38,62,2019-07-12,t,"","",-20,2019-07-12 07:25:45.049911,
14929,38,58,2019-07-12,t,"","",-21,2019-07-12 07:25:52.44627,
14930,38,78,2019-07-12,t,"","",-20.1,2019-07-12 07:26:02.599024,
14931,38,57,2019-07-12,t,"","",-52.24,2019-07-12 07:26:44.155779,
14932,38,72,2019-07-12,t,"","",60,2019-07-12 07:27:43.4748,
15035,38,79,2019-09-02,t,"",Psy,-60,2019-09-02 08:49:37.61296,
15116,38,127,2019-10-21,t,"","",-13.7,2019-10-21 21:34:12.761423,
14523,38,39,2019-01-26,t,"",Livre Seattle,-9.9,2019-01-26 13:52:56.23853,
14524,38,79,2019-01-26,t,"",Psy,-60,2019-01-26 13:53:15.888318,
14646,38,79,2019-03-23,t,"",Psy,-60,2019-03-19 18:37:27.1781,
14933,38,39,2019-07-15,t,"",App,-3.49,2019-07-15 06:31:44.79161,
15036,38,130,2019-09-02,t,"",PS4,-99.98,2019-09-02 15:04:35.981486,
15037,38,57,2019-09-02,t,"","",-35.52,2019-09-02 15:06:37.203501,
15117,38,78,2019-10-23,t,"",Vitamine C,-33.24,2019-10-23 06:29:36.714394,
14525,38,62,2019-01-29,t,"",Echo Dot,-15,2019-01-29 12:42:20.344016,
14526,38,57,2019-01-29,t,"","",-38.02,2019-01-29 12:42:44.426395,
14527,38,57,2019-01-29,t,"","",-38,2019-01-29 12:42:54.16232,
14528,38,57,2019-01-29,t,"","",-19.66,2019-01-29 12:43:06.092074,
14529,38,58,2019-01-29,t,"","",-21,2019-01-29 12:43:15.799586,
14530,38,57,2019-01-29,t,"","",-3.44,2019-01-29 12:43:35.854857,
14531,38,186,2019-01-29,t,"",Gobelins,1480.35,2019-01-29 12:45:06.218266,
14539,38,50,2019-03-04,t,"",Prêt (Toulouse),-723,2019-02-03 23:01:49.792758,14
14535,38,50,2019-03-04,t,"",28 AV. LEON BLUM,910,2019-02-03 23:01:49.756644,82
14542,38,72,2019-03-17,t,,"",-60,2019-02-03 23:01:49.820648,84
14537,38,71,2019-03-05,t,"",Habitation + Revenus + Foncier,-815,2019-02-03 23:01:49.77552,29
14536,38,55,2019-03-07,t,,"",-29.9,2019-02-03 23:01:49.765964,83
14538,38,75,2019-03-07,t,"","",-17.43,2019-02-03 23:01:49.784489,36
14541,38,50,2019-03-05,t,,Prêt + Assurance (Paris),-769.59,2019-02-03 23:01:49.81132,76
14534,38,144,2019-03-06,t,,"",-58.87,2019-02-03 23:01:49.748012,81
14532,38,47,2019-03-12,t,"","",-90.12,2019-02-03 23:01:49.667156,79
14533,38,50,2019-03-05,t,"",Charges (Toulouse),-243.47,2019-02-03 23:01:49.739497,80
14647,38,39,2019-03-22,t,"",EKMA,244,2019-03-22 14:37:12.927153,
14540,38,50,2019-03-22,t,"",Charges (Paris),-373.74,2019-02-03 23:01:49.802109,77
14652,38,57,2019-03-22,t,"","",-29.75,2019-03-22 14:39:07.036124,
14650,38,39,2019-03-22,t,"",Decathlon,-35,2019-03-22 14:38:44.797758,
14649,38,39,2019-03-22,t,"","",-18,2019-03-22 14:38:27.017527,
14651,38,39,2019-03-22,t,"","",-11.15,2019-03-22 14:38:56.05494,
14648,38,58,2019-03-22,t,"","",-21.1,2019-03-22 14:38:20.643436,
14654,38,186,2019-03-22,t,"","",300,2019-03-22 14:40:56.419623,
14653,38,57,2019-03-23,t,"","",-53.5,2019-03-22 14:39:14.812008,
14934,38,57,2019-07-15,t,"","",-47.52,2019-07-15 16:48:01.304775,
14935,38,57,2019-07-15,t,"","",-2.55,2019-07-15 16:48:09.647449,
14936,38,57,2019-07-15,t,"","",-5.49,2019-07-15 16:48:14.247578,
14937,38,39,2019-07-15,t,"",Ikea,-21.97,2019-07-15 16:48:24.183371,
14938,38,57,2019-07-15,t,"","",-17.45,2019-07-15 16:48:33.110168,
14939,38,39,2019-07-15,t,"",Cadeau Céline,-15,2019-07-15 16:50:35.069911,
15038,38,79,2019-09-03,t,"",Claudie Chlasta,-160,2019-09-03 15:54:27.395534,
15118,38,39,2019-10-24,t,"",Café Gobelins,-1.5,2019-10-24 06:23:45.762012,
14543,38,57,2019-02-03,t,"","",-16.95,2019-02-03 23:02:44.451329,
14544,38,39,2019-02-03,t,"",Cadeau Kateline,-44.65,2019-02-03 23:03:20.42037,
14545,38,58,2019-02-03,t,"","",-15,2019-02-03 23:03:44.438358,
14546,38,62,2019-02-03,t,"","",-200,2019-02-03 23:03:51.265751,
14550,38,39,2019-02-03,t,"",Vêtements,-235.56,2019-02-03 23:07:49.138982,
14548,38,189,2019-02-03,t,"",Seattle : train aéroport,-2.67,2019-02-03 23:05:51.869228,
14549,38,39,2019-02-03,t,"",Cadeau maman,-29.45,2019-02-03 23:06:30.743419,
14547,38,62,2019-02-03,t,"",Seattle : USD,-182.79,2019-02-03 23:04:16.934483,
14667,38,186,2019-04-01,t,"",Gobelins,806.02,2019-04-01 13:25:42.598327,
14666,38,71,2019-04-01,t,"","",1211,2019-04-01 13:25:25.983723,
14668,38,57,2019-04-01,t,"","",-10,2019-04-01 13:26:04.37649,
14669,38,57,2019-04-01,t,"","",-23.5,2019-04-01 13:26:15.808721,
14670,38,127,2019-04-01,t,"","",-12.82,2019-04-01 13:26:33.808455,
14671,38,57,2019-04-01,t,"","",-3.44,2019-04-01 13:26:47.431878,
14672,38,62,2019-04-01,t,"","",-40,2019-04-01 13:27:04.705548,
14673,38,58,2019-04-01,t,"","",-6,2019-04-01 13:27:15.192984,
14674,38,57,2019-04-01,t,"","",-20.2,2019-04-01 13:27:23.246688,
14675,38,57,2019-04-01,t,"","",-3.2,2019-04-01 13:27:28.009068,
14676,38,57,2019-04-01,t,"","",-3.2,2019-04-01 13:27:49.08159,
14677,38,57,2019-04-01,t,"","",-31.42,2019-04-01 13:28:11.020141,
14678,38,57,2019-04-01,t,"","",-7,2019-04-01 13:28:13.496793,
14679,38,57,2019-04-01,t,"","",-2.76,2019-04-01 13:28:25.358004,
14680,38,57,2019-04-01,t,"","",-11.99,2019-04-01 13:28:31.843994,
14681,38,57,2019-04-01,t,"","",-3.5,2019-04-01 13:28:40.135016,
14658,38,55,2019-05-07,t,,"",-29.9,2019-04-01 13:24:48.442129,83
14657,38,50,2019-05-05,t,,28 AV. LEON BLUM,910,2019-04-01 13:24:48.434496,82
15041,38,62,2019-09-06,t,"","",-60,2019-09-06 06:38:45.257068,
14664,38,72,2019-05-12,t,"","",-60,2019-04-01 13:24:48.492945,84
14663,38,50,2019-05-05,t,,Prêt + Assurance (Paris),-769.59,2019-04-01 13:24:48.483354,76
14661,38,50,2019-05-05,t,,Prêt (Toulouse),-723,2019-04-01 13:24:48.466023,14
15042,38,57,2019-09-06,t,"","",-21.04,2019-09-06 06:38:57.21779,
15043,38,57,2019-09-06,t,"","",-28,2019-09-06 06:39:01.544394,
14655,38,50,2019-05-05,t,"",Charges (Toulouse),-250.44,2019-04-01 13:24:48.360261,80
14379,38,77,2018-11-13,t,"","",570,2018-11-13 09:36:09.523621,
14552,38,186,2019-02-07,t,"","",2000,2019-02-07 16:04:52.927446,
14662,38,50,2019-05-12,t,"",Charges (Paris),-162.13,2019-04-01 13:24:48.474174,77
14660,38,75,2019-05-07,t,"","",-32.89,2019-04-01 13:24:48.457857,36
14656,38,144,2019-05-13,t,"","",0,2019-04-01 13:24:48.424948,81
14665,38,47,2019-05-13,t,"","",-90.12,2019-04-01 13:24:48.503798,79
14659,38,71,2019-05-13,t,"",Habitation + Revenus + Foncier,-742,2019-04-01 13:24:48.450247,29
14940,38,61,2019-07-21,t,"",Train A/R Toulouse,-100,2019-07-21 17:51:02.99675,
14941,38,189,2019-07-21,t,"","",158.85,2019-07-21 17:52:31.77946,
14942,38,39,2019-07-21,t,"","",120,2019-07-21 17:52:49.073865,
14943,20,39,2019-07-21,t,"","",-101.2,2019-07-21 17:53:17.428857,
14944,38,62,2019-07-21,t,"","",-20,2019-07-21 17:55:46.709778,
14945,38,57,2019-07-21,t,"","",-13.24,2019-07-21 17:56:15.644273,
14946,38,57,2019-07-21,t,"","",-2.4,2019-07-21 17:56:46.325514,
14947,38,57,2019-07-21,t,"","",-2.6,2019-07-21 17:56:49.690275,
15039,38,141,2019-09-06,t,"",Vélib,-37.2,2019-09-06 06:34:42.120396,
15040,38,58,2019-09-06,t,"","",-53,2019-09-06 06:38:33.271524,
14691,38,57,2019-04-06,t,"","",-20,2019-04-06 16:08:41.047892,
14690,38,58,2019-04-06,t,"","",-28,2019-04-06 16:08:37.897886,
14689,38,58,2019-04-06,t,"","",-14,2019-04-06 16:08:22.881529,
14688,38,58,2019-04-06,t,"","",-16,2019-04-06 16:08:20.996042,
14687,38,58,2019-04-06,t,"","",-14.2,2019-04-06 16:08:14.558115,
14686,38,62,2019-04-06,t,"","",-30,2019-04-06 16:08:04.470076,
14685,38,62,2019-04-06,t,"","",-20,2019-04-06 16:07:56.417066,
14684,38,58,2019-04-06,t,"","",-13,2019-04-06 16:07:46.803444,
14683,38,57,2019-04-06,t,"","",-24,2019-04-06 16:07:17.269841,
14682,38,57,2019-04-06,t,"","",-20.77,2019-04-06 16:07:13.329506,
14948,38,57,2019-07-24,t,"","",-14.5,2019-07-24 08:17:46.655498,
14949,38,57,2019-07-24,t,"","",-25.54,2019-07-24 08:17:55.661543,
15058,38,62,2019-09-11,t,"","",-20,2019-09-11 07:46:42.242941,
15057,38,57,2019-09-11,t,"","",-33.27,2019-09-11 07:46:38.825631,
15056,38,63,2019-09-11,t,"",Normandie,-60.26,2019-09-11 07:46:18.805796,
15055,38,67,2019-09-11,t,"",Normandie,-2.7,2019-09-11 07:45:55.830424,
15054,38,67,2019-09-11,t,"",Normandie,-3.8,2019-09-11 07:45:40.71148,
15053,38,57,2019-09-11,t,"",Normandie,-31.5,2019-09-11 07:45:30.668338,
15052,38,67,2019-09-11,t,"",Normandie,-3.4,2019-09-11 07:45:21.270808,
15051,38,57,2019-09-11,t,"",Normandie,-61,2019-09-11 07:44:48.562545,
15050,38,58,2019-09-11,t,"",Normandie,-24,2019-09-11 07:44:32.316132,
15049,38,57,2019-09-11,t,"",Normandie,-58.9,2019-09-11 07:44:19.052946,
15048,38,67,2019-09-11,t,"",Normandie,-3.4,2019-09-11 07:44:10.371392,
15047,38,67,2019-09-11,t,"",Normandie,-3.8,2019-09-11 07:44:04.062029,
15046,38,67,2019-09-11,t,"",Normandie,-2.7,2019-09-11 07:43:56.022116,
15045,38,67,2019-09-11,t,"",Normandie,-11,2019-09-11 07:43:44.156683,
15044,38,127,2019-09-11,t,"","",-11.07,2019-09-11 07:43:23.291239,
14692,38,39,2019-04-09,t,"",Brûle Encens,-11.89,2019-04-09 12:38:42.463082,
14951,38,186,2019-07-30,t,"",Gobelins,1478.8,2019-07-30 07:38:32.957367,
15059,38,79,2019-09-11,t,"","",-80,2019-09-11 13:30:07.612169,
14555,38,62,2019-02-11,t,"",Seattle : USD,-181.2,2019-02-11 05:13:18.477729,
14554,38,189,2019-02-11,t,"",Seattle : restauration,-12.79,2019-02-11 05:08:46.866663,
14950,38,79,2019-11-15,f,"",Hypno,-100,2019-07-30 07:27:36.459876,
14693,38,39,2019-04-09,t,"",Far Cry : New Dawn,-32.56,2019-04-09 19:22:53.652114,
14952,38,57,2019-07-31,t,"","",-27,2019-07-31 16:17:09.039509,
14953,38,57,2019-07-31,t,"","",-8.65,2019-07-31 16:17:22.826466,
14954,38,57,2019-07-31,t,"","",-9.7,2019-07-31 16:17:27.129624,
14955,38,57,2019-07-31,t,"","",-14.35,2019-07-31 16:17:41.293919,
14956,38,57,2019-07-31,t,"","",-28.78,2019-07-31 16:17:48.522716,
14957,38,127,2019-07-31,t,"","",-12.86,2019-07-31 16:17:56.617789,
14958,38,57,2019-07-31,t,"","",-12.39,2019-07-31 16:18:07.321916,
15060,38,39,2019-09-16,t,"",Amazon,2.49,2019-09-16 16:32:12.799284,
14383,38,39,2018-11-15,t,"",Surmatelas,-111.3,2018-11-15 13:21:07.5216,
14556,38,58,2019-02-13,t,"",Star Wars,-18,2019-02-13 09:08:38.438116,
14557,38,39,2019-02-13,t,"",Réparation doudoune,-3.42,2019-02-13 09:42:43.786462,
14694,38,79,2019-04-16,t,"",Ostéo,-70,2019-04-12 14:26:53.999724,
12823,20,39,2017-01-04,t,"","",174.17,2017-01-04 16:25:08.1195,
14385,38,57,2018-11-16,t,"","",-18,2018-11-16 15:42:05.238648,
14386,38,57,2018-11-16,t,"","",-33.06,2018-11-16 15:42:15.697781,
14967,38,50,2019-09-05,t,,28 AV. LEON BLUM,926,2019-08-01 15:25:30.983108,82
14959,38,50,2019-09-05,t,"",Charges (Toulouse),-232,2019-08-01 15:25:30.828613,80
14963,38,50,2019-09-05,t,,Prêt (Toulouse),-723,2019-08-01 15:25:30.930702,14
14968,38,144,2019-09-06,t,,"",-49.2,2019-08-01 15:25:30.994089,81
14969,38,50,2019-09-07,t,"",Prêt + Assurance (Paris),-793.93,2019-08-01 15:25:31.004711,76
14962,38,75,2019-09-07,t,,"",-15.99,2019-08-01 15:25:30.918687,36
14960,38,55,2019-09-07,t,,"",-29.9,2019-08-01 15:25:30.894552,83
14966,38,47,2019-09-11,t,"","",-90.12,2019-08-01 15:25:30.97011,79
14965,38,72,2019-09-11,t,"","",-60,2019-08-01 15:25:30.959932,84
14964,38,50,2019-09-11,t,"",Charges (Paris),0,2019-08-01 15:25:30.943811,77
15061,38,84,2019-09-18,t,"",Yoga,-12,2019-09-18 15:58:52.822337,
15062,38,62,2019-09-18,t,"","",-60,2019-09-18 16:01:54.096448,
15063,38,57,2019-09-18,t,"","",-50,2019-09-18 16:02:04.125268,
15064,38,57,2019-09-18,t,"","",-24.8,2019-09-18 16:02:10.57878,
15065,38,57,2019-09-18,t,"","",-6.89,2019-09-18 16:02:15.427418,
15066,38,57,2019-09-18,t,"","",-14.85,2019-09-18 16:02:24.283124,
14961,38,71,2019-09-12,t,"",Habitation + Revenus + Foncier,-905,2019-08-01 15:25:30.906689,29
14696,38,186,2019-04-13,t,"","",1000,2019-04-13 11:17:32.868603,
14695,38,79,2019-04-16,t,"",Psy,-60,2019-04-13 11:17:04.759416,
14970,38,39,2019-08-02,t,"",Batterie,-11.4,2019-08-02 09:55:41.70053,
14971,38,134,2019-08-02,t,"",Révision détendeurs,-120,2019-08-02 10:26:37.296559,
15067,38,57,2019-09-20,t,"","",-18,2019-09-20 12:22:05.462946,
14388,38,126,2018-11-17,t,"",Phare,-32.99,2018-11-17 15:29:09.873364,
14697,38,130,2019-04-14,t,"",Livre,-19.9,2019-04-14 18:33:06.905968,
14972,38,39,2019-08-06,t,"",Balles rebondissantes,-4.95,2019-08-06 20:07:19.867356,
14389,38,58,2018-11-21,t,"",Escape Game,-200,2018-11-21 15:32:43.344847,
14391,38,39,2018-11-21,t,"",Annulation Amazon,111.3,2018-11-21 15:34:33.831567,
14698,38,39,2019-04-15,t,"",iTunes,-16.99,2019-04-15 06:55:28.936239,
14699,38,57,2019-04-15,t,"","",-21.7,2019-04-15 06:56:20.661221,
14700,38,58,2019-04-15,t,"","",-14,2019-04-15 06:56:30.910217,
14701,38,57,2019-04-15,t,"","",-13.72,2019-04-15 06:56:49.302135,
14702,38,57,2019-04-15,t,"","",-27.3,2019-04-15 06:57:36.157727,
14703,38,57,2019-04-15,t,"","",-19.76,2019-04-15 06:57:55.856885,
14704,38,57,2019-04-15,t,"","",-4.6,2019-04-15 06:58:00.818259,
14705,38,57,2019-04-15,t,"","",-25.8,2019-04-15 06:58:10.867089,
14706,38,57,2019-04-15,t,"","",-22.29,2019-04-15 06:58:22.973115,
14707,38,57,2019-04-15,t,"","",-17,2019-04-15 06:58:30.23662,
14708,38,62,2019-04-15,t,"","",-20,2019-04-15 06:58:34.526747,
14709,38,57,2019-04-15,t,"","",-24.4,2019-04-15 06:58:47.416857,
14710,38,57,2019-04-15,t,"","",-50.98,2019-04-15 06:59:03.977543,
14711,38,57,2019-04-15,t,"","",-63.5,2019-04-15 06:59:34.997967,
14712,38,58,2019-04-15,t,"","",-16,2019-04-15 06:59:42.031579,
14976,38,57,2019-08-07,t,"","",-11.84,2019-08-07 10:44:39.623969,
14975,38,57,2019-08-07,t,"","",-1.47,2019-08-07 10:44:29.157583,
14974,38,57,2019-08-07,t,"","",-17.95,2019-08-07 10:44:23.569719,
14393,38,57,2018-11-23,t,"","",-18.12,2018-11-23 15:13:20.370212,
14394,38,58,2018-11-23,t,"","",-21,2018-11-23 15:13:37.542888,
14395,38,62,2018-11-23,t,"","",-20,2018-11-23 15:13:42.898038,
14396,38,57,2018-11-23,t,"","",-15.5,2018-11-23 15:13:49.886949,
14397,38,57,2018-11-23,t,"","",-31.84,2018-11-23 15:14:02.449265,
14398,38,57,2018-11-23,t,"","",-31,2018-11-23 15:14:06.527061,
14399,38,58,2018-11-23,t,"",Concert Nicola Cruz,-45,2018-11-23 15:15:29.893801,
14400,38,39,2018-11-23,t,"",Paypal,0.2,2018-11-23 15:16:50.507078,
14973,38,57,2019-08-07,t,"","",-63.35,2019-08-07 10:44:08.904634,
14713,38,62,2019-04-16,t,"","",-20,2019-04-16 12:54:20.217988,
14714,38,57,2019-04-16,t,"","",-23.91,2019-04-16 12:54:28.300621,
14401,38,130,2018-11-23,t,"",Tomb Raider,-37.99,2018-11-23 17:17:12.327537,
14977,38,79,2019-08-23,t,"",Certif plongée,-25,2019-08-08 09:27:55.321812,
14715,38,39,2019-04-20,t,"",Livres,-51.47,2019-04-20 18:19:47.012142,
14978,38,58,2019-08-08,t,"",Atelier des lumières,-29,2019-08-08 11:33:14.019906,
14716,38,79,2019-04-26,t,"",Christophe Allain,-100,2019-04-23 16:43:33.366628,
14729,38,72,2019-04-25,t,"",OStéo,30,2019-04-25 13:28:28.489198,
14728,38,58,2019-04-25,t,"","",-4.5,2019-04-25 13:18:49.866569,
14727,38,141,2019-04-25,t,"",Amande,-5,2019-04-25 13:18:32.624859,
14726,38,58,2019-04-25,t,"",Taxi,-15,2019-04-25 13:18:18.531396,
14725,38,57,2019-04-25,t,"","",-28.5,2019-04-25 13:18:04.779999,
14724,38,58,2019-04-25,t,"","",-10,2019-04-25 13:17:58.55777,
14723,38,57,2019-04-25,t,"","",-25.72,2019-04-25 13:17:51.316215,
